http://money.cnn.com/quote/profile/profile.html?symb=M|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=RBC|12/21/2013|-1
http://money.cnn.com/news/newsfeeds/gigaom/articles/2013_12_20_visualizing_googles_million_row_copyright_claim_dataset.html|12/21/2013|1
http://money.cnn.com/quote/quote.html?symb=HCIIP|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=RCON|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=CTSH|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=CPHD|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=VNO|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=ALJ|12/21/2013|-1
http://money.cnn.com/news/newsfeeds/gigaom/articles/2013_12_20_nsa_paid_rsa_10m_to_distribute_crackable_encryption.html|12/21/2013|0
http://money.cnn.com/quote/quote.html?symb=IOC|12/21/2013|-1
http://money.cnn.com/magazines/fortune/fortune_archive/|12/21/2013|-1
http://money.cnn.com/magazines/fortune/storysupplement/recovery_index/|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=KFNPR|12/21/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=JJM|12/21/2013|0
http://www.cnbc.com/id/101289604|12/21/2013|0
http://money.cnn.com/quote/quote.html?symb=COH|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=KFRC|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=SNI|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=EXA|12/21/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=MGJ|12/21/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=BXUC|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=NXTM|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=FTEK|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=ARMH|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=CCCL|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=VDSI|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=HTCH|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=BOTA|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=CBLI|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=BOFI|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=ABTL|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=ECHO|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=ADNC|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=LWAY|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=SORL|12/21/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=VWO|12/21/2013|0
http://money.cnn.com/quote/quote.html?symb=HMIN|12/21/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=JJA|12/21/2013|0
http://money.cnn.com/quote/quote.html?symb=DSX|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=ENG|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=BV|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=FNSR|12/21/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=BOND|12/21/2013|0
http://money.cnn.com/quote/quote.html?symb=ZERO|12/21/2013|-1
http://money.cnn.com/news/newsfeeds/gigaom/articles/2013_12_21_the_technology_gap_between_the_old_and_new_mac_pro_could_cost_you_a_mini.html|12/21/2013|1
http://money.cnn.com/quote/quote.html?symb=TSPT|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=NVGN|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=LEI|12/21/2013|-1
http://money.cnn.com/quote/quote.html?symb=RPRX|12/21/2013|-1
http://money.cnn.com/data/markets/dowutil/|12/20/2013|-1
http://money.cnn.com/news/world/|12/20/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=DIA|12/20/2013|0
http://money.cnn.com/quote/etf/etf.html?symb=GAZ|12/20/2013|0
http://money.cnn.com/2013/12/20/investing/stocks-markets/|12/20/2013|0
http://money.cnn.com/quote/etf/etf.html?symb=RWX|12/20/2013|0
http://money.cnn.com/video/investing/2013/12/20/investing-the-buzz-year-end.cnnmoney/|12/20/2013|-1
http://money.cnn.com/quote/quote.html?symb=APD|12/20/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=RWO|12/20/2013|0
http://money.cnn.com/quote/etf/etf.html?symb=IHE|12/20/2013|0
http://money.cnn.com/data/currencies/|12/20/2013|-1
http://money.cnn.com/quote/quote.html?symb=BX|12/20/2013|-1
http://money.cnn.com/quote/quote.html?symb=XON|12/20/2013|-1
http://money.cnn.com/quote/quote.html?symb=TOL|12/20/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=COW|12/20/2013|0
http://www.bloomberg.com/news/2013-12-20/ritholtz-s-10-friday-reads-wolf-of-wall-street-dogs-of-dow.html|12/20/2013|0
http://money.cnn.com/quote/quote.html?symb=PRU|12/20/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=PGM|12/20/2013|0
http://money.cnn.com/quote/etf/etf.html?symb=JJC|12/20/2013|0
http://money.usnews.com/funds/etfs|12/20/2013|-1
http://money.cnn.com/quote/etf/etf.html?symb=SDS|12/20/2013|0
http://money.cnn.com/data/bonds/|12/20/2013|-1
http://money.cnn.com/quote/quote.html?symb=PBR|12/20/2013|-1
